sentimen,ulasan
Positif,"Keluarga bersemangat di tempat kerja, ketika saya berjalan di sekitar lantai, saya melihat semua orang saling bergaul dan tertawa sambil menjadi produktif. 

Pesta Natal yang fantastis, minuman gajian setiap bulan, peluang sukarela yang dibayar (diatur melalui pekerjaan).

Kantor modern & cerah.

Peluang L&D yang luar biasa dan pembelajaran berbayar untuk bekerja.Sarapan kepemimpinan bulanan dengan sutradara/kepala departemen, sarapan gratis.

Staf terus diperbarui dengan perkembangan bisnis, Suasana Luar Biasa Ketika kami meluncurkan IPO kami pada bulan Desember 2018."
Negatif,"Manajemen atas yang mengerikan yang membuang barang -barang untuk Anda
Promosi sangat bias di dalam perusahaan, wawancara lebih banyak untuk ditunjukkan saat melakukan promosi karena keputusan tersebut kemungkinan telah dibuat"
Positif,"Saya suka budaya, kolega ramah.Umpan balik reguler diberikan."
Negatif,"Pekerjaan yang membosankan, gaji rendah, sulit untuk maju, budaya yang buruk, peran tidak seperti yang diiklankan"
Positif,"Orang -orang hebat, budaya perusahaan yang baik, ruang kantor yang indah dan lokasi yang layak"
Positif,"gaji
manajer yang baik
pekerjaan sederhana
Mereka memberi orang muda kesempatan"
Positif,Tumbuh teguh dengan reputasi yang baik
Negatif,"Banyak manfaat yang diiklankan, sangat jarang terjadi.Satu aturan untuk manajemen dan satu untuk yang lain.Manajemen tidak dapat mendukung Anda ketika diperlukan, lebih sering daripada tidak tersisa untuk mengurus diri sendiri.Akan dengan mudah menempatkan Anda di bawah bus jika memberi mereka keunggulan.Tidak tahu siapa yang mengirimkannya ke 100 perusahaan teratas."
Positif,"Lingkungan kerja yang baik
Sebagian besar staf yang ramah
Pekerjaan yang stabil dan aman
Suasana Tim & Pesta Natal/Musim Panas yang Baik
Gym kecil di tempat"
Negatif,"SDM memiliki kekuatan yang sangat sedikit atas manajemen yang menindas staf mereka.Banyak orang telah mengangkat kekhawatiran manajer di tim saya tetapi tidak ada yang dilakukan untuk menghentikan hal ini terjadi.

Perusahaan mengklaim mendukung kesehatan mental tetapi ini untuk pertunjukan.Manajer sering sangat tidak mendukung masalah kesehatan mental dan sering menggunakan ini untuk melawan Anda.

Kebijaksanaan manajer berarti mereka memiliki kekuatan untuk menahan dendam terhadap staf.Bonus diambil dari sejumlah anggota staf untuk perilaku negatif tanpa penjelasan lebih lanjut tentang bagaimana mereka menjadi negatif.Juga sama untuk gaji sakit, beberapa dibayar dan yang lain tidak terlepas dari tingkat penyakit yang sama - sering didasarkan pada apakah manajer menyukai Anda atau tidak daripada mengikuti pedoman yang direkomendasikan SDM.

Pemimpin tim yang hebat tetapi tidak menerima pengakuan yang layak mereka dapatkan.Sering disalahkan atas kesalahan manajer.

Target yang tidak realistis - salah satu KPI memiliki target 100%

Staf dipromosikan ke manajemen meskipun tidak memiliki pengalaman dan tidak ada pelatihan yang diberikan tentang cara mengelola tim.

Sangat terbatas dalam peluang untuk maju."
Positif,Pelatihan pensiun yang hebat tetapi tidak ada perkembangan.
Positif,"Kantor dan manfaat yang bagus yang ditawarkan.
Tim Pembelajaran & Pengembangan Hebat dan Kualifikasi yang ditawarkan dari magang hingga kualifikasi profesional.
Peluang yang baik untuk kemajuan, seperti banyak kerja keras pengusaha dihargai dalam jangka panjang.
Telah menangani situasi Covid dengan sangat baik mengingat WFH tidak pernah menjadi pilihan bagi siapa pun di bawah manajemen sebelumnya karena tidak diyakini akan dimungkinkan di seluruh papan, mereka telah membuktikan diri mereka salah dan diadaptasi dengan sangat cepat menawarkan banyak dukungan dan tidak takutuntuk menyediakan sumber daya yang diperlukan untuk memungkinkan."
Negatif,"- Lingkungan kerja kurang jiwa
- Tempat yang tidak nyaman untuk bekerja (tidak ada fasilitas parkir dan sulit untuk sampai ke)
- Peluang untuk pekerjaan sosial atau amal hanya pergi ke manajemen atau C-level
- Out-Dating bekerja dari kebijakan rumah
- Tidak ada kepercayaan staf dari manajemen dan di atas
- Promosi yang diberikan berdasarkan umur panjang, bukan keterampilan / pengalaman
- Apa yang mereka katakan dan apa yang mereka lakukan berbeda

Dalam pandangan saya, saya telah melihat semua hal ini, meskipun beberapa berlaku untuk bagaimana anggota staf lainnya diperlakukan, bukan saya."
Positif,"Suasana kerja yang luar biasa, banyak peluang untuk perkembangan"
Negatif,"Terlalu banyak untuk dicantumkan. 
SDM bias dan sisi dengan manajemen.Manajemen berbohong tentang komentar seksis yang dibuat.
Jika Anda beruntung diberi peran pekerjaan yang sebenarnya maka berharap untuk mencakup pekerjaan orang lain dan diberi tahu bahwa mereka terlalu stres untuk melakukan sendiri."
Negatif,"Banyak harapan palsu yang diberikan untuk membuat Anda berpikir Anda akan dipromosikan dll ketika pada kenyataannya jika wajah Anda tidak cocok, Anda tidak akan memiliki kesempatan di tempat pertama.
Banyak manajemen yang mempromosikan teman daripada orang yang pantas mendapatkan promosi.Jika Anda memiliki masalah pribadi, jangan pergi ke manajemen atau SDM - tidak ada pemahaman dan apa pun yang digunakan untuk melawan Anda.Bonus bergantung pada jika manajer dapat menemukan apa pun untuk digunakan sehingga mereka tidak harus memberi Anda tidak peduli seberapa keras Anda telah bekerja (atau begitulah di departemen saya bekerja)"
Positif,"Kantor yang hebat dan lingkungan kerja, fasilitas di tempat yang baik, gym, teras atap, dan area komunal yang luas.Acara perusahaan yang terorganisasi dengan baik dan dihadiri baik, dukungan keuangan untuk kualifikasi profesional yang relevan."
Negatif,Tidak ada sama sekali dari sudut pandang saya
Positif,"Budaya hebat dalam bisnis terhadap staf dan pelanggan - sangat menyegarkan untuk bekerja di tempat seperti ini.

Supporttive - Manajemen di bidang saya sangat luar biasa dalam dukungan yang diberikan untuk pelatihan, perkembangan, beban kerja dan bahkan kehidupan pribadi.Mereka sangat peduli dengan Anda dan tidak hanya mencapai target.

Sukses - Sementara tidak ada pekerjaan yang 100% stabil karena seberapa baik perusahaan saya merasakan tingkat keamanan yang lebih besar daripada yang saya miliki di tempat lain.Perusahaan ini menguntungkan, berkembang, dan bahkan telah melewati pandemi Covid 19 tanpa staf yang sangat foto dan memengaruhi pelanggan (sebenarnya mereka telah menyediakan dana amal dan barang kepada mereka yang paling membutuhkannya)."
Positif,"Staf yang ramah, kemajuan yang baik, kualifikasi ekstra, manajer yang serba cepat, manajer yang luar biasa"
Positif,"Perkembangan
Kualifikasi Profesional
Perusahaan yang luar biasa dan pelatihan kerja 
Dijaga dengan baik dari hari 1
Budaya yang luar biasa 
Keluarga merasa di dalam departemen
Fasilitas kantor yang luar biasa 
pelanggan di jantung semua yang kami lakukan"
Positif,"Budaya, kantor, dan staf yang hebat.
Meritokrasi dengan kesempatan untuk maju"
Positif,"Suasana kerja yang menyegarkan
Manajemen yang tersedia dan ramah
Kursus pelatihan yang sangat baik (internal dan eksternal) tersedia
Manfaat Karyawan - Gym, Parkir, Bayar Minuman Dll.
AJ Bell secara teratur mendukung badan amal dan banyak hari sukarela yang tersedia"
Positif,"- Budaya perusahaan luar biasa 
- Kemampuan untuk maju
- mendanai kualifikasi eksternal
- Memelihara dan mengembangkan Anda
- Orang yang brilian untuk bekerja sama"
Positif,"Peluang untuk kemajuan karier adalah adil, sikap dapat melakukan waktu yang lama bagi mereka yang bertujuan untuk maju.Pengembangan pribadi adalah faktor besar kehidupan sehari-hari, tim pembelajaran dan pengembangan yang berdedikasi menyediakan berbagai kursus pelatihan in-house.Ada juga dorongan untuk kualifikasi profesional yang akan diselesaikan oleh karyawan, di setiap bidang bisnis yang selanjutnya membuka pintu untuk pengembangan karir. 

Perasaan kebersamaan yang kuat terlihat di seluruh bisnis melalui perpaduan acara sosial dan juga banyak bidang untuk interaksi sosial di dalam kantor."
Positif,"Suasana kerja yang luar biasa dengan manajemen yang ramah dan mendorong. 

Peluang kemajuan ditawarkan untuk semua orang dan Anda dihargai untuk kerja keras dan sikap positif."
Positif,"Ruang kantor yang bagus, staf yang ramah, peluang besar untuk kemajuan !!"
Negatif,"Gaji rendah
Kontribusi pensiun rendah.
Mobil parkir lelucon, karena ini adalah sistem lotere.
Budaya adalah hal besar dengan perusahaan, tetapi pada kenyataannya, ia memiliki budaya seksisme (kecuali Anda tidur dengan salah satu manajer), intimidasi, menunjuk jari, menutupi dan minum.Mungkin sepadan dengan staf yang bernafas pada minuman hari Jumat gajian, karena staf didorong untuk minum secara berlebihan dan pulang.
Sistem adalah lelucon, kegagalan TI yang konstan, dihukum oleh manajemen pada bonus Anda karena tidak mencapai target Anda.
Manajemen menggunakan gaji sakit sebagai senjata, apakah wajah Anda cocok.
SDM adalah lelucon, mereka tidak peduli dengan kesehatan mental Anda, tetapi membanggakan di media sosial bahwa mereka memiliki obrolan pagi kesehatan mental yang tersedia untuk staf, ini jauh dari kebenaran karena ini tidak pernah terjadi.
Mereka mengklaim bahwa mereka mendukung komunitas LGBTQ+, tetapi sebenarnya, Parade Pride tidak lebih dari sebuah acara publisitas dan promosi.
Toiletnya tidak higienis dan bau.
Dapur yang tidak higienik.Sangat senang saya bekerja dari rumah saat ini.
Manajemen senior berjalan -jalan tentang departemen dalam upaya untuk tampil terlihat tetapi mereka tidak mengakui Anda atau berbicara dengan Anda.Ini lebih seperti perjalanan daya"
Positif,"Berlangsung cepat, peluang besar untuk kemajuan, manajemen senior dan pemimpin terlibat di semua tingkatan, manfaat perusahaan sangat brilian (mis. Gym gratis, liburan dll.)"
Positif,"Tempat kantor yang bagus (mcr)
Semua orang ramah
Inklusivitas
Gym di tempat
Tautan transportasi yang bagus"
Positif,"Tempat kerja yang ramah, perkembangan yang baik."
Positif,"Budaya kerja yang baik, adaptif dan profesional"
Positif,"- Manajemen yang adil 
-Bayar tahunan yang baik naik
-Progres yang baik"
Negatif,"Perintah Patologis dan Budaya Kontrol.Manajer sepenuhnya terlepas dari kenyataan.

Anggota senior staf yang agresif menggunakan bahasa cabul di Daily Stand Up untuk menggambarkan anggota staf dan tim lainnya.

Manajer berperilaku dalam mode misoginis membuat komentar yang tidak pantas kepada anggota staf perempuan dan mengabaikan perilaku beracun dalam tim.

Departemen SDM agresif pasif ""Kami menggunakan sistem penilaian Bradford, jadi jangan pernah sakit"".Membombardir semua orang dengan kursus pelatihan wajib yang tak ada gunanya.

Tumpukan teknologi kuno, basis kode busuk, resistensi irasional terhadap refactoring, mengubah, atau meningkatkan kode yang ada."
Negatif,"Manajemen yang buruk.Bayar yang buruk, prospek yang buruk kecuali Anda ingin menggoda dan/atau tidur dengan manajemen atas yang busuk.Promosi hanya diberikan kepada orang -orang 'ya' yang tidak berpengalaman, tidak memenuhi syarat untuk bertindak sebagai kereta api manajemen.Sejarah intimidasi dan pelecehan yang sangat mengganggu.Anggota dewan sejauh ini terlepas dari kenyataan itu tidak nyata!Masukkan keuntungan di hadapan klien mereka kemudian memiliki keberanian untuk mengatakan bahwa mereka peduli dengan klien mereka sementara Andy Bell bermain sebagai Scrooge McDuck menghitung uangnya.Orang -orang yang mengatakan itu adalah tempat yang tepat untuk bekerja sangat tertipu!"
Positif,"Perusahaan yang baik untuk bekerja, kantor yang bagus."
Negatif,"Ini seperti taman bermain sekolah.Lingkungan yang sangat klik, sangat beracun, dengan rumor yang berbahaya menyebar dan komentar dengki jika Anda bukan bagian dari kerumunan."
Positif,Komunitas yang baik dan manfaat yang baik
Negatif,"Pertama poin kecil:
- Gaji yang buruk, secara konsisten di bawah rata -rata industri untuk hampir setiap posisi dalam bisnis.
- Manfaat yang buruk, kontribusi pensiun yang mengerikan untuk perusahaan yang didirikan di bisnis pensiun
- Perusahaan secara teratur menjanjikan peningkatan yang tidak pernah tiba, terutama leveling staf yang akhirnya gagal.
- Akses yang sangat buruk ke pelatihan industri, kecuali jika itu membuat perusahaan sesuai.Namun, hampir kebutuhan untuk kursus internal.

Kegagalan utama:
- Departemen SDM yang tidak cocok untuk tujuan, dengan proses yang tidak jelas membuat mereka mengada-ada.
- Setiap saat yang Anda ambil ditimbang menggunakan faktor Bradford dan digunakan untuk melawan Anda, jadi hampir ada rasa takut sakit.
- Bahasa seksis sering terdengar, seperti halnya lelucon seksual yang tidak tepat.Tapi, itu diharapkan mengingat contoh yang ditetapkan ketika kepala departemen tidur dengan laporan langsung mereka.
- Perilaku dan bahasa yang agresif adalah hal biasa.Tetapi mereka dipandang sebagai tanda -tanda ambisi daripada tanda -tanda lain dari budaya maskulin beracun.
- Yang lebih merepotkan adalah banyak kisah pelecehan seksual yang merupakan pengetahuan umum, tidak ada yang tampaknya mengakibatkan tindakan terhadap orang -orang yang terlibat."
Negatif,Kronisme yang mengerikan di manajemen tengah hingga yang lebih tinggi.Jika Anda melihat bagiannya dan mengisap orang yang tepat maka Anda bisa melangkah jauh.
Positif,"Orang -orang hebat dan budaya, banyak peluang untuk perkembangan dan pengembangan.Sangat mendukung ketika penyakit serius mempengaruhi Anda."
Negatif,"Gaji yang buruk, tidak ada kebebasan untuk mengekspresikan diri"
Positif,"Manfaat karyawan yang hebat
Suasana kerja yang baik
Kerja fleksibel"
Positif,"Banyak lowongan pekerjaan internal setelah Anda memahami bisnis dan produk.
Tidak ada cuti selama penguncian, industri yang aman
Kantor yang bagus, gym di tempat dan minuman gajian
Staf yang ramah
Lebih fleksibel sekarang, pekerjaan biasa dari rumah
Banyak kursus pelatihan yang tersedia dan program pengembangan"
Negatif,"Di bawah janji yang dikelola, dikelola dengan buruk, dan tidak terkirim.Anda bisa menyebutnya AJ Hell"
Positif,"AJ Bell adalah salah satu organisasi terbaik yang pernah saya kerjakan.Ini inklusif, ramah dan sangat aman.Setelah pindah dari organisasi berbasis penjualan yang lebih banyak menghirup udara segar untuk tidak didorong oleh KPI dan khususnya saat ini, untuk mengetahui bahwa saya bekerja di industri yang sangat stabil.
Saya telah dipromosikan sejak berada di sini, dimasukkan melalui kualifikasi formal dan merasa seperti anggota tim AJ Bell yang berharga.
Potensi untuk bekerja dari rumah lebih banyak di dunia pasca Covid adalah manfaat besar bagi saya.Saya senang untuk masa depan karier saya."
Negatif,"Tidak ada pertimbangan kepada staf, pelanggan dan SLA lebih penting daripada masalah penyakit atau kesehatan mental yang Anda miliki, gaji rendah untuk pekerjaan stres tinggi, lembur wajib saat sibuk, sulit untuk maju"
Negatif,"Gaji
Gaji di perusahaan ini di seluruh papan sangat rendah dibandingkan dengan pesaing mereka.Bonusnya juga sangat rendah dan Anda harus terus membenarkan kepada manajer Anda mengapa Anda berhak atas bonus di akhir tahun ulasan.

Kenaikan gaji bukan kenaikan gaji aktual mereka hanya sejalan dengan inflasi.Gaji dan bonus tidak ditentukan oleh tingkat upaya Anda sama sekali.Tidak ada pembayaran lembur yang pernah tersedia.Oleh karena itu upaya tidak dihargai sama sekali di AJ Bell, Anda akan menerima gaji yang sama untuk upaya apa pun yang Anda lakukan.

Pengelolaan

Manajemen memiliki sedikit atau tidak ada pengetahuan tentang industri jasa keuangan sama sekali.Mereka baru saja diberitahu oleh manajemen atas untuk dikelola oleh rasa takut dan terus -menerus melecehkan dan menggertak staf untuk bekerja lebih lama yang karena terus -menerus kekurangan staf. 

Manajemen juga mengubah MI sehingga menunjukkan bahwa sebuah tim berkinerja baik ketika bukan yang berbohong kepada manajemen atas. 

Budaya

Beberapa area yang lebih baik daripada yang lain tetapi secara keseluruhan ada masalah serius di AJ Hell dari manajer untuk membuat keputusan dari takut disalahkan.Ini menciptakan lingkungan yang canggung di mana tim tidak berjalan dengan baik.Ini dilakukan agar mereka kemudian dapat menyalahkan anggota staf mereka untuk menghindari akuntabilitas apa pun dan menggunakannya sebagai kambing scape jika ada yang salah.

Promosi

Promosi tidak pernah diberikan kepada orang yang pantas mendapatkannya.AJ Hell sangat terbelakang dalam cara Anda hanya bisa dipromosikan jika lowongan muncul untuk posisi itu dan tidak meremehkan. 

Sistem TI

Sistem ini adalah lelucon lengkap selalu ada masalah.Ini bagus dan ramah tetapi memiliki sedikit pengetahuan untuk menyelesaikan masalah.Masalahnya dapat tetap tidak terselesaikan selama berbulan -bulan karena mereka dapat membuka dan menutup ""panggilan"" sehingga tampaknya seolah -olah masalah Anda diselesaikan.

Keseluruhan:

Tempat yang bagus untuk memulai karir Anda atau digunakan sebagai batu loncatan untuk memajukan karier Anda."
