full_text,filtered
work! drop alasan kalian resign ditempat sebelumnya (krn toxic) buat jawab di PT baru gak mungkinkan kita jawab begitu (toxic). drop jawaban yg etis versi kalian ya. makasih https://t.co/LosijBGbM1,drop tempat jahat jahat drop etis versi kasih
Kalau masa interview HR tanya Why Are You Leaving Your Current Job? Ramai akan cakap keluar dari comfort zone ataupun nak gain new experience. Jawapan basic. Bosan. Ni contoh jawapan kalau nak jawab pasal gaji culture atau pasal korang tak suka kerja tu. Apa nak takut.,ramai cakap zone gain basic bosan contoh pasal gaji pasal suka takut
Masa interview kalau HR tanya Why Are You Looking for a New Job? Jangan gatal gatal cakap benda buruk pasal majikan lama atau cakap buruk pasal rakan sekerja lama atau pun cakap pasal toxic enviroment. Jawab macam ni baru HR tu jatuh cinta,gatal gatal cakap benda buruk pasal majikan cakap buruk pasal cakap pasal jahat jatuh cinta
/kle ton menurut kalian klo klian mau pindah kerja tp gaji nya malah turun 350 rb an mnurut klian gmn? Alasan pindah krna ga betah sm di tmpt kerja skrng lingkungannyaa sm kerjaannya thank u,gaji turun ribu betah tempat
CW// Gaji Klean pernah pindah kerja tapi downgrade gaji ga gais? Kalo pernah turun berapa persen dan apa alasan dibalik keputusan tsb? Please kindly share. TIA Wrk!,gaji gaji turun persen putus
Rekan kerja pindah ke tempat kerja sekarang (tempat aku jg) dengan gaji downgrade dari 2 digit ke 1 digit &amp; dengan jabatan lebih rendah. Padahal kerjaan sebelumnya itu udah kartap dan yg sekarang kontrak. Alasan pindah karena company start up (msh blm stabil). Gimana menurutmu?,rekan tempat tempat gaji digit digit jabat rendah kontrak start stabil
@worksfess Terima kasih atas tawarannya. Salah satu alasan saya pindah kerja adalah untuk kenaikan income minimal 30%. Apakah memungkinkan jika gaji yang ditawarkan ke saya menjadi rp xxx? Saya terbuka untuk berdiskusi dan bernegoisasi. Semoga bisa menjadi pertimbangan. Terima kasih.,kasih tawar salah naik minimal gaji tawar buka diskus timbang kasih
ya allah alasan pengen cpt2 kerja salah satunya pengen pindah mls bgt ngikut ngedrama sama tetangga toxic disini semoga cpt dpt kerja ,salah tetangga jahat cepat
sebenernya pengen pindah kerja dengan alasan mau ngembangin kemampuan di tempat lain dan mau gaji yang lebih baik dari yang sekarang ini. Cuman aku tuh masih gabisa lepas dari tempat ini karena uda 3thn disini di lingkungan yang baik jadi kepikiran kalo di tempat yg baru tuh,mampu tempat gaji cuman lepas tempat tempat
Work! Kalo kamu sering dijodoh-jodohin sama temen kantor kamu terutama cewek coba deh salah satu cara sender. Sender sering jawab Saya sukanya yang sebentar lagi meninggal atau udah sakit-sakitan supaya dapet uang asuransinya. Dijamin pasti celaannya berkurang (cont..),teman kantor utama salah sender sender suka sebentar uang asuransi jamin pasti cela kurang
@worksfess Yang wajib ada dilist alasan pindah kerja : 1. Lebih dekat. 2. Gaji lebih tinggi. 2 selain itu cuma spekulasi ga ada yg bisa jamin 100% kamu bakal lbh nyaman di tempat baru atau dpt bos lbh baik dsb. Jadi klo ga dpt 1 diatara diatas mending ga usah pindah.,wajib dekat gaji spekulasi jamin nyaman tempat mending
Ini tuh saya masih bangun jam segini juga karena kost di belakang kantor. Masuk jam 9 bangun jam 8 juga masih keburu. Sarapan bisa di kantor. Ya salah satu alasan belum pindah kost dari awal masuk kerja ya karena posisinya dan karena kost eksklusif jadi sudah include laundry.,bangun kantor bangun keburu sarap kantor salah posisi eksklusif
Pen pindah kerja tuh gue punya beberapa alasan yang menurut gue itu cukup kuat Pertama gajinya kecil kedua antar jemput nya susah menurut gue ya kalo yang punya motor ya pasti gmpang gampang aja. Ketiga pekerjaannya makin sini makin susah jadi untuk dapet gaji gede susah,cukup kuat gaji kecil jemput susah motor pasti gampang susah gaji besar susah
Karyawan yang pada resign padahal baru kerja kurang dari 3 bulan ini pola pikirnya gimana ya? Maaf pak saya dapat kerjaan yang dekat rumah. Ya lalu ngapain kamu daftar kerja yang jauh dari rumah sebelumnya? Kemarin saya baru keterima kerja di tempat lain yang gajinya,karyawan kurang pola maaf dekat rumah kapai daftar jauh rumah kemarin tempat gaji
work! halo aku sendernya aku akhirnya resign dr kantor ini. Alhamdulillah langsung dpt kerja dg salary 2x dr kantor ini huhu meski kerja sambil nangis tp ada hasilnya juga,halo sender kantor langsung gaji kantor menang hasil
Work! Mau tanya kalo misal pas intv ditanya alasan pindah dri tmpt kerja yg lama bgmn ya? Sbnerny alasan pindah krn di tmpt lama lingkunganny toxic trs jobdesk ga jelas akhirnya workload rangkap sana sini,tempat tempat jahat rangkap
Semua kerjaan dah dia cobain - minimarket - supermarket - PC bang (warnet) - pub kafe - toko baju - toko daging - Motel - Online Shop Ga pernah libur juga tiap hari cuman tidur 3-4 jam. Kalau ditanya alasannya kenapa jawabannya cuma satu: Demi mendapatkan uang. https://t.co/qYIdgwwZbL,minimarket bang warnet kafe toko baju toko daging motel libur cuman tidur uang
Work! Alesan resign jadi guru: Gaji kecil Administrasi banyak Murid nakal Wali murid rese Rekan guru toxic ,guru gaji kecil administrasi murid nakal wali murid rekan guru jahat
Korbankan gaji 10 juta mu untuk maksain hidup ngepas di gaji 3.5 juta lalu nanti dipaksa juga untuk cari kerjain lain. Tapi gak boyeh kalo lakinya yang disuruh pindah kerja karena gaji kecil demi LDR. Kemungkinan karena memang gak mampu selain ego. https://t.co/HqJAYCTawI,korban gaji juta paksa hidup gaji juta paksa laki suruh gaji kecil mampu
paksa modern. Bebas mengundurkan diri gak perlu nunggu sebulan dulu karena nantinya dianggap pekerja tahanan. Perusahaan wajib ngasih makan siang dan kalo lembur 8 jam dalam seminggu dikasih kompensasi 1 hari libur. Aturan luar negeri sangat manusiawi dibanding aturan (cont..),paksa modern bebas undur tunggu anggap tahan wajib asih makan siang lembur minggu kasih kompensasi libur atur manusiawi banding atur
Work! cw // gaji Aneh kata gua perusahaan yg ngegaji kecil/dibawah UMR. Hal itu kan bisa jd salah satu penyebab turn over tinggi. Mereka kenapa gak mikir kasi gaji gede aja dari awal biar bertahan/nyaman. Ya gak si? sepemikiran gaksiii drpd cape ngajarin,gaji aneh salah over kasih gaji besar capek ajar
CW // Gaji Aku akhirnya memutuskan resign dr kerjaan yg lebih 10 jam per hari tanpa ada hari libur dgn gaji kurang dr 2 juta sebulan jujur badan aku udah gak bisa ditoleransi lagi work!,gaji putus libur gaji kurang juta jujur badan toleransi
Work! Every time someone asked apa ga sayang resign dulu sblm dapet kerjaan baru? Little did they know I resigned due to toxic environment which leads me to burn out and constantly feeling like sh#.t. Jd sedih sih kalo ditanya begitu.,sayang jahat sedih
Kalau alasan pindah kerja atau berhenti kerja karna ga bisa berkembang dan bosen lu pada bisa nyari hobi yg bikin lu berkembang dan bikin lu semangat,henti kembang bosan hobi kembang semangat
@starfess Misal gini lu punya tim di kantor bagus bgt orang2nya enak kompak dll. Tp kalo misal bos lu toxic gaji seret karir lu stuck lu gak berkembang dll lu bakal tetep disitu dengan alasan temennya enak? Kan gak juga. Pasti mau resign cari yg baik kan? Sama aja kek idol lu,kantor bagus enak kompak jahat gaji seret karir kembang situ teman enak pasti
@yuanayu13 @falla_adinda Bener banget temen gue resign dan milih dagang cilok gue tanya alasan kenapa? Dia bilang lebih fleksibel lebih mudah kalo ibadah penghasilan sehari lebih gede dari gaji dia dagangnya cuma berapa jam aja,teman pilih dagang cilok fleksibel mudah ibadah hasil besar gaji dagang
Yaaah kan kalo aja kemaren jadi ga akan pusing mikirin salah satu alasan buat menolak tawaran pindah penempatan kerja dengan gaji naik ,kemarin pusing salah tolak tawar tempat gaji naik
Mama nangis kangen tiba-tiba keinget adik bungsu kerja di Qatar. (She's a pastry chef lulusan Bandung) Huhuhuhu..kasian dia..kerja jauh-jauh di negera orang.. kasian dia capek pulang pagi..huhuhuhu' Aku: *narik nafas ngegas* Ma secapek-capeknya kerja di luar gaji lebih https://t.co/JR4Sbt1ctx,menang kangen adik bungsu qatar lulus bandung kasihan capek pulang tarik nafas gaji
Dari 3 alasan ini apa yang bikin lo ga mikir 2x untuk resign Gaji kecil Bos yang toxic Kerjaan ga sesuai minat Gue mau bahas versi hasil riset nya,gaji kecil jahat sesuai minat bahas versi hasil riset
WAJAR tukar kerja setiap 2 - 3 tahun. Kenapa? Kalau stay company sama increment tahunan hanya 2% - 5% (kebiasaannya) TAPI kalau pindah tempat kerja gaji boleh naik antara 10% - 30%. Kau loyal kat company sama pun gaji tak naik banyak. Tengok contoh situasi kat bawah ,wajar tukar tempat gaji naik loyal gaji naik tengok contoh situasi
Tadi saya buat live masa live tu ada sorang adik ni komen nama dia Hakimi bukan nama sebenar. Bang saya rasa malas nak pergi kerja esok. Setiap kali tengok muka bos saya tak suka. Sebab bos tak hargai saya Saya tanya dia balik awak dapat gaji tak dik? Dia jawab dapat https://t.co/Sc36bxq6ZD,sorang adik komen nama hakim nama bang rasa malas pergi esok tengok muka suka harga awak gaji
Tak salah stay lama kat satu company kalau: - Belajar banyak perkara baru - Dapat gaji yang berbaloi - Enviroment Tak Toxic - Ada peluang naik pangkat Kalau takde semua tu mungkin masa untuk tukar kerja.,salah ajar perkara gaji jahat peluang naik pangkat tukar
@worksfess aku jg mikir gini. tapi emang kadang ada beberapa hal yg dipertimbangkan kenapa orang rela untuk kerja ditempat itu terus meski gajinya segitu-gitu aja. entah faktor jarak keluarga yg gabisa ditinggal (terlebih punya anak kecil) lingkungan kerja dan lain sebagainya yg,kadang timbang rela tempat gaji faktor jarak keluarga kecil
Ini timeline isinya lagi banyak ngomongin gaji ya.. Gw bukan orang yg ambis jadi kurang tertarik kalau bahas soal gaji. Pindah kerja 4x dan belum pernah karena alasan gaji. Pekerjaan pertama waktu freshgrad pun adalah offer pertama yg gw dapet gak nyobain perusahaan lain.,omong gaji ambis kurang tarik bahas gaji gaji waktu
Kalau gue penyebab utama ada 3: 1. Kerja di LN ga perlu masuk bidang2 tertentu buat dapat gaji yg bisa dipakai support ortu di Indo sambil nabung. Di Indo gak bisa gini. Gaji selalu habis utk hidup + support ga bisa nabung ,utama gaji pakai indonesia indonesia gaji habis hidup
Resign / pindah kantor 1 kali dari tempat kerja dengan alasan bos atau kawan sekantornya toxic masih bisa di terima. Tapi resign / pindah kantor sampai 3 kali NAAAH ITU MESTI NGACA bisa jadi DIRI SENDIRI YANG TOXIC.,kantor tempat kawan kantor jahat kantor mesti kaca jahat
Yg tanya knp resign dulu sblm dapet pengganti karena gaada bedanya kerja (di situ) sama ga kerja Kerja dengan jam panjang tanpa upah lembur gaji seadanya GAADA BPJS () parkir bayar tiap hari jarak tempuh jauh trus sekalinya ijin tunjangan 200rb ga cair.,ganti beda situ upah lembur gaji bpjs parkir bayar jarak tempuh jauh ijin tunjang cair
Antara sebab ramai resign selain sebab gaji: Kurang dihargai Kawan kerja toxic Susah grow kat situ Jobscope yang banyak Job mismatch Management merepek Kebajikan pekerja diabaikan Income freelance lebih tinggi Jaga anak Jaga parents tak sihat,ramai gaji kurang harga kawan jahat susah situ repek kebaji abai jaga jaga sehat
kerjany dgn alasan utk keperluan berobat .. ini yg blg mantan rekan kerjany ybs dan tmn nya ini juga blg mba nya kalau memang mau crosscheck lebih jauh lg bisa dateng k tenant sepatu di mall tmpt kerjany beliau dlu atau ke district manager MAP utk region jateng di DP mall ,obat mantan rekan teman mbak jauh sepatu mall tempat beliau manager region jateng mall
Work! Guys tolong doain aku ya hari ini aku resmi resign dari bank swasta sbg kartap krn lolos pppk kementrian dan aku downgrade gaji. Semoga ini keputusan yg tepat untuk aku switch karir dan lebih dijauhkan dari riba,tolong resmi bank swasta lolos gaji putus karir jauh riba
Kerja di NGO. Slogannya sekolah dikampung dapet uang saku 3juta. Sekolah belajar riset tinggal sama penyintas perempuan.. 24x7 jam perminggu. Engga ada THR ngeliat tangisan penyintas setiap hari. Engga tahan sama dinamikanya dan berhenti. Bertahun tahun merasa bersalah,slogan sekolah kampung uang saku sekolah ajar riset sintas perempuan minggu lihat tangis sintas tahan dinamika henti rasa salah
Pernah ngebela2in pindah member gym dari deket rumah ke deket kantor krn ada rekan kerja yg minta diajarin. Bener2 deket soalnya cuma nyebrang jalan doang. Cuma bertahan 3 minggu abis itu ya alasan ini itu. Kalo gak niat ya susah,dekat rumah dekat kantor rekan ajar dekat jalan doang tahan minggu habis niat susah
gua tiap bulan pasti ada pulang malem hampir subuh tpi emak gua kenapa gak kasih gua pindah kerja ya? alasan cuman satu karena deket dari rumah. justru deket dri rumah itu berpotensi akan sering balik malem,pasti pulang malam subuh emak kasih cuman dekat rumah dekat rumah potensi malam
skrng gue bisa ngerasain kalo orang orang yg ga betah kerja di lingkungan kerjanya toxic dll gimana wkwk kmren gue juga review berkas berkas krywn yg resign dengan alasan yg macem macem huft proudly juga sama yg pindah dapet benefit yg lebih ok.,rasai betah jahat kemarin berkas berkas
Apa-apaan ini jam segini udah disuruh pulang karena jam kerja sudah selesai dan kantor mau ditutup padahal sedang on fire ngedit artikel Alasan untuk pindah kerja ke sbux.. Cc. Bu Dir @ambarsaridewi ,suruh pulang selesai kantor tutup artikel
Mootsss!! aku keterima kerja di tempat yang baru! langsung di suruh training &amp; ownernya baik banget mau nunggu 1 bulan untuk proses resign ku sat set banget ya allah cuma ditanya nama kerja dimana alasan pindah gaji udah habis tuh ya udah catat nomor saya sekarang ,tempat langsung suruh tunggu proses nama gaji habis catat nomor
Tak salah stay lama kat satu company kalau: - Belajar banyak perkara baru - Dapat gaji yang bermaruah - Enviroment tak toxic - Ada peluang naik pangkat Kalau takde semua tu mungkin masa untuk tukar kerja.,salah ajar perkara gaji jahat peluang naik pangkat tukar
Alasan lain tidak mau pindah kerja gapapa di hutan belantara setengah tahun tidak tau ada produk baru namanya nipis madu kah apa itu tapi tidak diplokoto gaji gak ngotak di perkotaan ,hutan belantara produk nama nipis madu gaji
@worksfess Sebaiknya saat ditanya alasan resign jawab dengan tindakan yang akan kamu lakukan selanjutnya. Misal: Mau cari pengalaman baru 1️⃣ Jelaskan bahwa kamu ingin mencari peluang baru yang sesuai dengan tujuan karir dan keahlianmu 2️⃣ Sebutkan keinginanmu untuk berkembang ️,tindak laku alam peluang sesuai tuju karir ahli kembang
@worksfess A karena: 1. Gaji 2x lipat dari B 2. Sesuai passion 3. Gak masalah perusahaan kecil pun 4. Gak ada jenjang karir yg penting ga tiba² dicut 5. Di Jakarta transportasi umum cukup memadai bisa ngirit ongkos 6. Atasan toxic rekan kerja baik sama aja kayak B cuma dibalik doang,gaji lipat sesuai masalah kecil jenjang karir jakarta transportasi cukup ongkos jahat rekan doang
Alasan pindah kerja Kenapa mau pindah kerja? Mau cari gaji gede buat nafkahin suju ,gaji besar nafkah
@worksfess Dulu waktu ngelamar ke tempat lain alasannya apa? Ya ikutin aja alasanmu itu. Percaya deh alasan pindah tempat kerja itu nggak melulu masalah gaji ya nder. Tapi ada alasan yg lain juga.,waktu tempat percaya tempat melulu masalah gaji
work! Misal kalian kerja di JKT dengan salary UMR. Terus company kalian nawarin mutasi ke Ponorogo (branch baru) dengan salary tetap UMR JKT yg mana living cost di ponorogo lebih murah. Kalian ambil gak?,jakarta gaji tawar mutasi ponorogo gaji jakarta ponorogo murah ambil
@worksfess Alasannya apa? Klo krna temennya toxic boss jahat kerjaannya bkin gila bisa consider resign dan cari kerja baru. Tapi klo tanpa alasan atau pindah tempat kerja pun tetep keggitu yaa mgkn ada yang harus diperbaiki dr dalam diri (?),teman jahat jahat gila tempat
Kayaknya rame disclaimer dulu: - Postingan tidak untuk digeneralisasi baca bio. - Postingan hanya menunjukan sisi 'positif'nya sebagai kutu loncat. - I personally pindah karena selalu di-hijack &amp; diberikan offering posisi &amp; salary yang lebih tinggi kalau nggak di offer nggak,rame generalisasi baca sisi positif kutu loncat posisi gaji
work! kalo ada rekan kerja kalian dari perusahaan sebelumnya nanya alasan resign (posisinya kalian udah pindah dan ga di situ lagi) kalian jawab ga?,rekan posisi situ
